ID,Overall_Experience,Seat_Comfort,Seat_Class,Arrival_Time_Convenient,Catering,Platform_Location,Onboard_Wifi_Service,Onboard_Entertainment,Online_Support,Ease_of_Online_Booking,Onboard_Service,Legroom,Baggage_Handling,CheckIn_Service,Cleanliness,Online_Boarding
98800167,1,Excellent,Green Car,Excellent,Excellent,Very Convenient,Good,Excellent,Good,Good,Excellent,Needs Improvement,Excellent,Needs Improvement,Good,Good
98800168,0,Poor,Ordinary,,Poor,Needs Improvement,Needs Improvement,Poor,Needs Improvement,Needs Improvement,Good,Excellent,Needs Improvement,Poor,Acceptable,Needs Improvement
98800169,0,Good,Green Car,Extremely Poor,Good,Manageable,Good,Good,Good,Good,Excellent,Good,Excellent,Good,Good,Good
98800170,0,Poor,Green Car,Needs Improvement,,Needs Improvement,Poor,Poor,Poor,Poor,Acceptable,Excellent,Acceptable,Poor,Acceptable,Poor
98800171,1,Acceptable,Green Car,Acceptable,Acceptable,Manageable,Good,Good,Good,Good,,Good,Good,Excellent,Good,Acceptable
98800172,1,Good,Green Car,Good,,Convenient,Needs Improvement,Excellent,Good,Good,Good,Good,Good,Acceptable,Good,Excellent
98800173,1,Poor,Ordinary,Poor,Poor,Inconvenient,Excellent,Excellent,Excellent,Excellent,Excellent,Poor,Excellent,Excellent,Needs Improvement,Excellent
98800174,1,Good,Ordinary,Needs Improvement,Needs Improvement,Needs Improvement,Good,Good,Good,Good,Good,Needs Improvement,Good,Poor,Needs Improvement,Good
98800175,1,Excellent,Green Car,Excellent,Excellent,Manageable,Acceptable,Excellent,Acceptable,Acceptable,Good,Needs Improvement,Good,Excellent,Excellent,Acceptable
98800176,0,Acceptable,Green Car,Needs Improvement,Needs Improvement,Needs Improvement,Poor,Needs Improvement,Needs Improvement,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Poor
98800177,0,Poor,Green Car,,Acceptable,Convenient,Excellent,Needs Improvement,Acceptable,Poor,Poor,Needs Improvement,Poor,Good,Poor,Needs Improvement
98800178,0,Acceptable,Green Car,Excellent,Excellent,Very Convenient,Poor,Good,Acceptable,Good,Good,Acceptable,Good,Good,Good,Poor
98800179,1,Needs Improvement,Green Car,Needs Improvement,Needs Improvement,Needs Improvement,Excellent,Excellent,Excellent,Excellent,Acceptable,Excellent,Excellent,Acceptable,Good,Excellent
98800180,1,Good,Green Car,Good,Good,Convenient,Needs Improvement,Good,Excellent,Good,Good,Good,Good,Good,Good,Good
98800181,1,Good,Green Car,Good,Good,Convenient,Needs Improvement,Good,Excellent,Good,Good,Good,Good,Good,Good,Excellent
98800182,0,Needs Improvement,Ordinary,Needs Improvement,Excellent,Needs Improvement,Needs Improvement,Good,Acceptable,Needs Improvement,Needs Improvement,Poor,Needs Improvement,Needs Improvement,Needs Improvement,Acceptable
98800183,0,Poor,Ordinary,Poor,Poor,Convenient,Poor,Poor,Poor,Poor,Good,Needs Improvement,Good,Poor,Acceptable,Poor
98800184,0,Acceptable,Green Car,Acceptable,Extremely Poor,Manageable,Needs Improvement,Extremely Poor,Needs Improvement,Needs Improvement,Poor,Excellent,Good,Acceptable,Poor,Needs Improvement
98800185,1,Excellent,Ordinary,Excellent,Excellent,Very Convenient,Good,Good,Good,Good,Good,Excellent,Excellent,Good,Good,Good
98800186,1,Acceptable,Green Car,Acceptable,Acceptable,Manageable,Excellent,Good,Acceptable,Excellent,Excellent,Excellent,Excellent,Acceptable,Excellent,Excellent
98800187,0,Good,Green Car,Good,,Convenient,Excellent,Good,Excellent,Excellent,Poor,Excellent,Good,Good,Acceptable,Excellent
98800188,0,Needs Improvement,Green Car,Needs Improvement,Needs Improvement,Convenient,Acceptable,Needs Improvement,Acceptable,Acceptable,,Good,Excellent,Excellent,Excellent,Acceptable
98800189,0,Acceptable,Green Car,Needs Improvement,Acceptable,Needs Improvement,Good,Poor,Poor,Acceptable,Acceptable,Acceptable,Acceptable,Needs Improvement,Acceptable,Needs Improvement
98800190,0,Acceptable,Green Car,Good,Good,Convenient,Acceptable,Acceptable,Acceptable,Acceptable,Needs Improvement,Acceptable,Needs Improvement,Needs Improvement,Acceptable,Acceptable
98800191,1,Acceptable,Green Car,Acceptable,Acceptable,Manageable,Acceptable,Good,Good,Good,Good,Good,Good,Good,Good,Acceptable
98800192,1,Good,Ordinary,Good,Good,Convenient,Good,Excellent,Good,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Acceptable,Needs Improvement,Acceptable
98800193,1,Good,Green Car,Good,Good,Convenient,Acceptable,Excellent,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Acceptable
98800194,1,Excellent,Green Car,Excellent,Excellent,Very Convenient,Acceptable,Good,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Good
98800195,0,Acceptable,Ordinary,Good,Acceptable,Convenient,Good,Acceptable,Acceptable,Good,Good,Excellent,Good,Acceptable,Excellent,Good
98800196,1,Poor,Ordinary,,Poor,Inconvenient,Acceptable,Good,Excellent,Good,Good,Good,Good,Acceptable,Good,Excellent
98800197,0,Poor,Green Car,Good,Poor,Inconvenient,Needs Improvement,Poor,Needs Improvement,Needs Improvement,Poor,Good,Acceptable,Poor,Good,Needs Improvement
98800198,1,Poor,Ordinary,Poor,Poor,Inconvenient,Poor,Acceptable,Excellent,Excellent,Excellent,Good,Excellent,Poor,Excellent,Good
98800199,1,Good,Ordinary,,Excellent,Needs Improvement,Good,Excellent,Good,Good,Excellent,Good,Poor,Needs Improvement,Good,Good
98800200,0,Poor,Green Car,Needs Improvement,Poor,Convenient,Excellent,Poor,Excellent,Excellent,Good,Acceptable,Acceptable,Acceptable,Good,Excellent
98800201,0,Good,Ordinary,Needs Improvement,Good,Manageable,Excellent,Good,Excellent,Excellent,Good,Good,Acceptable,Acceptable,Good,Excellent
98800202,1,Needs Improvement,Ordinary,Acceptable,Acceptable,Manageable,Needs Improvement,Needs Improvement,Needs Improvement,Acceptable,Needs Improvement,Acceptable,Excellent,Needs Improvement,Poor,Needs Improvement
98800203,1,Acceptable,Ordinary,Acceptable,Acceptable,Manageable,Good,Good,Good,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent
98800204,1,Good,Ordinary,Good,Good,Convenient,Acceptable,Good,Good,Excellent,Excellent,Excellent,Excellent,Acceptable,Excellent,Acceptable
98800205,1,Excellent,Ordinary,Acceptable,,Manageable,Needs Improvement,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Poor
98800206,1,Poor,Green Car,Poor,Excellent,Inconvenient,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent
98800207,1,Good,Ordinary,Good,Good,Convenient,Needs Improvement,Good,Needs Improvement,Good,Good,Good,Good,Good,Good,Good
98800208,0,Needs Improvement,Ordinary,Good,Good,Convenient,Needs Improvement,Needs Improvement,Acceptable,Needs Improvement,Good,Excellent,Good,Poor,Acceptable,Needs Improvement
98800209,0,Excellent,Green Car,Acceptable,Acceptable,Manageable,Good,Acceptable,Needs Improvement,Excellent,Excellent,Good,Excellent,Poor,Excellent,Needs Improvement
98800210,1,Extremely Poor,Ordinary,Excellent,Extremely Poor,Manageable,Good,Extremely Poor,Good,Good,Acceptable,Acceptable,Good,Excellent,Good,Good
98800211,1,Poor,Ordinary,Poor,Poor,Inconvenient,Acceptable,Excellent,Excellent,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Acceptable,Needs Improvement,Excellent
98800212,0,Good,Green Car,Good,Good,Convenient,Excellent,Acceptable,Good,Poor,Poor,Good,Poor,Excellent,Poor,Good
98800213,1,Extremely Poor,Green Car,Good,Extremely Poor,Manageable,Acceptable,Extremely Poor,Acceptable,Acceptable,Acceptable,Needs Improvement,Good,Acceptable,Good,Acceptable
98800214,0,Needs Improvement,Green Car,Excellent,Excellent,Very Convenient,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Poor,Acceptable,Acceptable,Needs Improvement,Acceptable,Needs Improvement
98800215,1,Needs Improvement,Ordinary,Needs Improvement,Needs Improvement,Needs Improvement,Poor,Excellent,Acceptable,Excellent,Excellent,Excellent,Excellent,Acceptable,Excellent,Good
98800216,1,Good,Ordinary,Good,Good,Convenient,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Acceptable,Excellent,Excellent
98800217,0,Needs Improvement,Ordinary,Needs Improvement,Needs Improvement,Manageable,Acceptable,Needs Improvement,Acceptable,Acceptable,Acceptable,Excellent,Good,Acceptable,Good,Acceptable
98800218,0,Poor,Green Car,,Acceptable,Manageable,Acceptable,Acceptable,Needs Improvement,Poor,Poor,Poor,Poor,Acceptable,Poor,Poor
98800219,0,Acceptable,Green Car,Poor,Acceptable,Needs Improvement,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Good,Needs Improvement,Good,Needs Improvement,Acceptable
98800220,1,Needs Improvement,Green Car,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Good,Excellent,Good,Good,Good,Good,Good,Good,Acceptable
98800221,0,Good,Green Car,Good,Good,Needs Improvement,Acceptable,Good,Acceptable,Acceptable,Poor,Acceptable,Poor,Acceptable,Needs Improvement,Acceptable
98800222,1,Extremely Poor,Green Car,Extremely Poor,Extremely Poor,Very Convenient,Acceptable,Extremely Poor,Acceptable,Acceptable,Needs Improvement,Good,Poor,Excellent,Poor,Acceptable
98800223,1,Good,Green Car,Good,Good,Needs Improvement,Good,Good,Good,Good,Excellent,Acceptable,Excellent,Acceptable,Needs Improvement,Good
98800224,0,Acceptable,Ordinary,,Acceptable,Manageable,Acceptable,Good,Good,Acceptable,Acceptable,Needs Improvement,Acceptable,Good,Good,Good
98800225,1,Excellent,Ordinary,Extremely Poor,Excellent,Manageable,Acceptable,Excellent,Good,Acceptable,Good,Poor,Acceptable,Needs Improvement,Needs Improvement,Acceptable
98800226,1,Needs Improvement,Green Car,,Needs Improvement,Needs Improvement,Needs Improvement,Excellent,Excellent,Good,Good,Good,Good,Excellent,Good,Excellent
98800227,0,Needs Improvement,Ordinary,Acceptable,Needs Improvement,Manageable,Excellent,Needs Improvement,Needs Improvement,Excellent,Excellent,Excellent,Needs Improvement,Excellent,Good,Excellent
98800228,1,Good,Ordinary,Acceptable,Good,Convenient,Acceptable,Needs Improvement,Needs Improvement,Excellent,Excellent,Excellent,Excellent,Poor,Excellent,Acceptable
98800229,1,Needs Improvement,Green Car,Needs Improvement,Needs Improvement,Needs Improvement,Poor,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Poor,Excellent,Good
98800230,0,Acceptable,Green Car,Excellent,Acceptable,Inconvenient,Excellent,Acceptable,Needs Improvement,Excellent,Good,Needs Improvement,Needs Improvement,Acceptable,Excellent,Excellent
98800231,1,Poor,Green Car,Poor,Poor,Inconvenient,Good,Acceptable,Acceptable,Good,Good,Excellent,Good,Acceptable,Good,Acceptable
98800232,1,Needs Improvement,Green Car,Good,Needs Improvement,Needs Improvement,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Acceptable
98800233,0,Good,Green Car,Extremely Poor,,Inconvenient,Poor,Good,Poor,Poor,Good,Needs Improvement,Excellent,Excellent,Excellent,Poor
98800234,1,Good,Green Car,Good,Needs Improvement,Convenient,Needs Improvement,Good,Good,Good,Good,Excellent,Good,Acceptable,Good,Excellent
98800235,1,Extremely Poor,Green Car,Needs Improvement,Extremely Poor,Needs Improvement,Needs Improvement,Extremely Poor,Needs Improvement,Needs Improvement,Needs Improvement,Excellent,Poor,Good,Poor,Needs Improvement
98800236,1,Good,Green Car,Needs Improvement,,Needs Improvement,Good,Good,Good,Good,Acceptable,Poor,Poor,Excellent,Needs Improvement,Good
98800237,1,Excellent,Green Car,Excellent,Excellent,Very Convenient,Poor,Acceptable,Poor,Good,Good,Good,Good,Good,Good,Poor
98800238,1,Extremely Poor,Green Car,Needs Improvement,Extremely Poor,Needs Improvement,Good,Extremely Poor,Needs Improvement,Good,Needs Improvement,Needs Improvement,Acceptable,Needs Improvement,Needs Improvement,Good
98800239,1,Acceptable,Ordinary,Acceptable,Acceptable,Manageable,Needs Improvement,Excellent,Good,Good,Good,Good,Good,Good,Good,Excellent
98800240,0,Acceptable,Ordinary,Acceptable,Acceptable,Convenient,Poor,Acceptable,Poor,Poor,,Poor,Good,Poor,Good,Poor
98800241,1,Excellent,Green Car,Good,Excellent,Very Convenient,Good,Excellent,Good,Good,Needs Improvement,Excellent,Excellent,Good,Good,Good
98800242,1,Good,Ordinary,Excellent,Excellent,Very Convenient,Good,Good,Good,Good,Good,Excellent,Poor,Poor,Acceptable,Good
98800243,0,Acceptable,Ordinary,Acceptable,Acceptable,Needs Improvement,Excellent,Acceptable,Excellent,Excellent,Needs Improvement,Poor,Acceptable,Needs Improvement,Acceptable,Excellent
98800244,0,Acceptable,Green Car,Acceptable,Acceptable,Manageable,Acceptable,Acceptable,Acceptable,Acceptable,Good,Excellent,Acceptable,Acceptable,Good,Acceptable
98800245,1,Good,Ordinary,Excellent,Good,Convenient,Acceptable,Good,Acceptable,Acceptable,Excellent,Excellent,Good,Good,Good,Acceptable
98800246,0,Needs Improvement,Ordinary,,Needs Improvement,Manageable,Excellent,Needs Improvement,Good,Excellent,Acceptable,Acceptable,Excellent,Good,Excellent,Excellent
98800247,1,Good,Ordinary,Good,Good,Convenient,Acceptable,Good,Good,Poor,Poor,Good,Poor,Good,Poor,Acceptable
98800248,0,Good,Green Car,Good,Good,Inconvenient,Excellent,Good,Excellent,Excellent,Acceptable,Needs Improvement,Good,Acceptable,Excellent,Excellent
98800249,0,Poor,Green Car,Good,Poor,Convenient,Poor,Excellent,Excellent,Acceptable,,Needs Improvement,Poor,Excellent,Poor,Excellent
98800250,0,Needs Improvement,Green Car,Needs Improvement,Needs Improvement,Inconvenient,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Excellent,Needs Improvement,Good,Acceptable,Excellent,Needs Improvement
98800251,0,Needs Improvement,Ordinary,Poor,Needs Improvement,Convenient,Poor,Needs Improvement,Poor,Poor,Good,Excellent,Good,Needs Improvement,Acceptable,Poor
98800252,1,Acceptable,Green Car,Acceptable,Acceptable,Manageable,Needs Improvement,Good,Excellent,Acceptable,Acceptable,Good,Acceptable,Poor,Acceptable,Needs Improvement
98800253,1,Good,Green Car,Good,Good,Convenient,Excellent,Excellent,Excellent,Excellent,Excellent,Needs Improvement,Excellent,Acceptable,Good,Excellent
98800254,1,Excellent,Green Car,Excellent,Good,Very Convenient,Excellent,Good,Good,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Acceptable
98800255,0,Needs Improvement,Ordinary,Acceptable,Acceptable,Manageable,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Poor,Good,Acceptable,Good,Acceptable,Needs Improvement
98800256,0,Poor,Green Car,Poor,Poor,Needs Improvement,Poor,Acceptable,Acceptable,Good,Needs Improvement,Excellent,Poor,Acceptable,Poor,Acceptable
98800257,0,Acceptable,Green Car,Extremely Poor,,Convenient,Acceptable,Acceptable,Acceptable,Acceptable,Poor,Needs Improvement,Excellent,Poor,Acceptable,Acceptable
98800258,1,Extremely Poor,Ordinary,Extremely Poor,Extremely Poor,Inconvenient,Good,Extremely Poor,Good,Good,Acceptable,Acceptable,Excellent,Excellent,Good,Good
98800259,1,Needs Improvement,Ordinary,Needs Improvement,Needs Improvement,Needs Improvement,Acceptable,Acceptable,Good,Excellent,Excellent,Excellent,Excellent,Poor,Excellent,Good
98800260,1,Excellent,Ordinary,Acceptable,Acceptable,Manageable,Excellent,Excellent,Excellent,Excellent,,Needs Improvement,Excellent,Excellent,Good,Excellent
98800261,1,Good,Green Car,Good,Good,Convenient,Acceptable,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good
98800262,1,Poor,Ordinary,Poor,Poor,Inconvenient,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent
98800263,1,Excellent,Ordinary,Poor,Needs Improvement,Inconvenient,Excellent,Excellent,Excellent,Excellent,Poor,Poor,Excellent,Excellent,Good,Excellent
98800264,1,Excellent,Green Car,Excellent,Excellent,Very Convenient,Excellent,Good,Good,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Excellent,Needs Improvement,Good
98800265,0,Poor,Ordinary,Excellent,Poor,Very Convenient,Excellent,Poor,Excellent,Excellent,Acceptable,Needs Improvement,Excellent,Acceptable,Good,Excellent
98800266,0,Good,Ordinary,Good,Good,Convenient,Needs Improvement,Good,Good,Good,,Good,Good,Poor,Good,Good
98800267,1,Excellent,Ordinary,Excellent,Excellent,Needs Improvement,Good,Excellent,Acceptable,Good,Good,Acceptable,Good,Excellent,Excellent,Good
98800268,0,Acceptable,Green Car,Needs Improvement,Excellent,Needs Improvement,Needs Improvement,Good,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Good
98800269,0,Acceptable,Green Car,Acceptable,,Inconvenient,Excellent,Acceptable,Excellent,Excellent,Excellent,Acceptable,Good,Acceptable,Excellent,Excellent
98800270,0,Poor,Green Car,Extremely Poor,Poor,Manageable,Needs Improvement,Poor,Needs Improvement,Needs Improvement,Excellent,Good,Good,Acceptable,Excellent,Needs Improvement
98800271,0,Good,Green Car,,Good,Convenient,Excellent,Good,Excellent,Excellent,Excellent,Acceptable,Excellent,Good,Excellent,Excellent
98800272,1,Good,Ordinary,Good,Good,Convenient,Poor,Good,Poor,Poor,Good,Good,Good,Excellent,Excellent,Poor
98800273,1,Good,Green Car,Good,Needs Improvement,Convenient,Needs Improvement,Excellent,Good,Good,Good,Good,Good,Acceptable,Good,Excellent
98800274,1,Excellent,Green Car,Excellent,Excellent,Very Convenient,Needs Improvement,Excellent,Excellent,Good,Good,Good,Good,Acceptable,Good,Acceptable
98800275,1,Needs Improvement,Ordinary,Needs Improvement,Needs Improvement,Needs Improvement,Good,Good,Good,Good,Acceptable,Needs Improvement,Excellent,Good,Excellent,Good
98800276,1,Poor,Ordinary,Poor,Acceptable,Inconvenient,Acceptable,Poor,Good,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Good
98800277,1,Excellent,Ordinary,Excellent,Excellent,Inconvenient,Acceptable,Excellent,Acceptable,Acceptable,Good,Excellent,Excellent,Acceptable,Excellent,Acceptable
98800278,1,Needs Improvement,Ordinary,Needs Improvement,,Needs Improvement,Good,Good,Good,Good,Needs Improvement,Excellent,Good,Good,Poor,Good
98800279,0,Needs Improvement,Ordinary,Extremely Poor,Needs Improvement,Inconvenient,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Good,Needs Improvement,Good,Needs Improvement,Needs Improvement
98800280,1,Good,Ordinary,Excellent,Acceptable,Manageable,Good,Good,Good,Good,Poor,Good,Poor,Excellent,Poor,Good
98800281,1,Excellent,Green Car,Excellent,Excellent,Very Convenient,Needs Improvement,Good,Excellent,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Excellent,Needs Improvement,Excellent
98800282,0,Acceptable,Ordinary,Good,Acceptable,Needs Improvement,Poor,Acceptable,Poor,Poor,Good,Good,Excellent,Good,Excellent,Poor
98800283,1,Acceptable,Ordinary,Acceptable,Acceptable,Manageable,Excellent,Needs Improvement,Poor,Excellent,Excellent,Excellent,Excellent,Needs Improvement,Excellent,Needs Improvement
98800284,0,Acceptable,Ordinary,Good,Acceptable,Manageable,Excellent,Acceptable,Good,Excellent,Good,Good,Good,Excellent,Good,Excellent
98800285,0,Acceptable,Ordinary,Excellent,Poor,Very Convenient,Acceptable,Acceptable,Good,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Poor
98800286,0,Good,Green Car,Needs Improvement,Good,Convenient,Good,Good,Needs Improvement,Good,Good,Acceptable,Good,Poor,Acceptable,Good
