ID,Gender,Customer_Type,Age,Type_Travel,Travel_Class,Travel_Distance,Departure_Delay_in_Mins,Arrival_Delay_in_Mins
98800428,Female,Loyal Customer,59,Business Travel,Business,65,0,0
98800429,Male,Loyal Customer,57,,Business,97,0,20
98800430,Male,Loyal Customer,17,Business Travel,Eco,1500,0,65
98800431,Female,,30,Business Travel,Eco,1895,8,0
98800432,Male,Loyal Customer,52,Personal Travel,Eco,2084,40,50
98800433,Male,Loyal Customer,35,Business Travel,Eco,1658,74,79
98800434,Female,Loyal Customer,54,Business Travel,Business,2653,0,0
98800435,Male,Loyal Customer,56,Personal Travel,Eco,1390,0,0
98800436,Male,Loyal Customer,67,Business Travel,Business,3118,0,0
98800437,Female,Loyal Customer,44,Business Travel,Eco,819,23,36
98800438,Male,Disloyal Customer,39,Business Travel,Business,3540,0,0
98800439,Female,Loyal Customer,58,,Business,3951,0,0
98800440,Male,Loyal Customer,56,Business Travel,Business,1118,0,0
98800441,Female,Loyal Customer,40,,Eco,1756,16,15
98800442,Female,Loyal Customer,55,Business Travel,Business,773,2,0
98800443,Male,Loyal Customer,26,Personal Travel,Eco,1474,0,0
98800444,Male,Disloyal Customer,49,Business Travel,Eco,1791,51,51
98800445,Female,Disloyal Customer,26,Business Travel,Eco,2087,0,0
98800446,Male,Loyal Customer,77,Business Travel,Business,269,0,2
98800447,Female,Loyal Customer,39,Personal Travel,Eco,1936,0,0
98800448,Male,Disloyal Customer,44,Business Travel,Business,1961,17,20
98800449,Female,Loyal Customer,34,Business Travel,Eco,1866,12,0
98800450,Female,Disloyal Customer,29,Business Travel,Eco,2823,74,70
98800451,Female,Loyal Customer,22,Business Travel,Business,5114,0,0
98800452,Male,,24,Business Travel,Business,3030,0,0
98800453,Male,Loyal Customer,58,Personal Travel,Eco,2238,13,0
98800454,Female,Loyal Customer,36,Business Travel,Eco,930,0,0
98800455,Male,Loyal Customer,56,Business Travel,Business,1021,0,0
98800456,Female,Loyal Customer,50,,Business,1683,0,0
98800457,Female,Loyal Customer,40,Business Travel,Business,2667,0,0
98800458,Male,Disloyal Customer,37,Business Travel,Business,2439,2,15
98800459,Female,Loyal Customer,44,,Eco,806,0,0
98800460,Male,Loyal Customer,31,Business Travel,Business,1567,0,0
98800461,Male,Loyal Customer,58,Personal Travel,Eco,2322,0,0
98800462,Male,Loyal Customer,63,Business Travel,Business,451,15,8
98800463,Female,Loyal Customer,17,Personal Travel,Eco,3155,8,6
98800464,Male,Loyal Customer,30,Business Travel,Business,3347,0,0
98800465,Female,Loyal Customer,42,Business Travel,Business,3323,1,0
98800466,Male,,48,Personal Travel,Eco,4001,16,0
98800467,Male,,31,Personal Travel,Eco,2242,0,0
98800468,Male,Loyal Customer,56,Personal Travel,Eco,2024,10,7
98800469,Male,Loyal Customer,46,Personal Travel,Eco,2642,0,0
98800470,Female,Disloyal Customer,21,Business Travel,Eco,2085,8,10
98800471,Female,Disloyal Customer,43,Business Travel,Business,2200,7,0
98800472,Female,Loyal Customer,68,Personal Travel,Eco,1464,50,55
98800473,Female,Loyal Customer,43,Business Travel,Business,1793,106,110
98800474,Female,,40,Business Travel,Business,1253,34,15
98800475,Male,Loyal Customer,57,Business Travel,Business,399,0,0
98800476,Female,,39,Business Travel,Business,2505,0,NA
98800477,Female,Loyal Customer,62,Personal Travel,Eco,365,0,0
98800478,Female,Disloyal Customer,44,Business Travel,Business,2504,26,40
98800479,Female,Loyal Customer,61,Personal Travel,Eco,2618,0,0
98800480,Female,Loyal Customer,51,Business Travel,Eco,876,20,22
98800481,Male,Loyal Customer,35,Business Travel,Business,2401,101,72
98800482,Female,Loyal Customer,33,Personal Travel,Eco,1366,0,0
98800483,Male,,42,Business Travel,Business,2047,0,0
98800484,Male,,52,Personal Travel,Eco,1707,0,0
98800485,Male,Loyal Customer,23,Business Travel,Business,2895,0,2
98800486,Male,,63,Personal Travel,Business,631,0,0
98800487,Male,Disloyal Customer,25,Business Travel,Business,1716,37,34
98800488,Male,Loyal Customer,47,Business Travel,Business,3197,2,0
98800489,Female,Loyal Customer,66,Personal Travel,Eco,888,44,52
98800490,Male,Loyal Customer,14,Personal Travel,Eco,1579,12,9
98800491,Female,Loyal Customer,43,Business Travel,Business,2322,1,0
98800492,Female,Loyal Customer,21,Personal Travel,Business,1870,16,22
98800493,Male,Loyal Customer,57,Business Travel,Eco,1514,0,0
98800494,Male,,47,Business Travel,Business,3895,14,7
98800495,Male,Loyal Customer,68,Personal Travel,Eco,1556,0,0
98800496,Male,Loyal Customer,45,Personal Travel,Eco,2235,0,0
98800497,Female,Loyal Customer,48,Personal Travel,Eco,889,0,0
98800498,Male,Loyal Customer,24,Business Travel,Eco,2227,0,21
98800499,Male,Loyal Customer,25,Personal Travel,Eco,3689,0,0
98800500,Male,Loyal Customer,22,,Eco,3144,6,0
98800501,Female,Loyal Customer,34,Personal Travel,Eco,1998,0,0
98800502,Female,Loyal Customer,36,Business Travel,Business,266,0,0
98800503,Male,Loyal Customer,50,Personal Travel,Eco,3111,4,0
98800504,Male,Disloyal Customer,23,Business Travel,Eco,1553,58,52
98800505,Male,Loyal Customer,39,,Eco,2308,74,60
98800506,Female,Loyal Customer,15,Personal Travel,Eco,1709,0,0
98800507,Male,Disloyal Customer,51,Business Travel,Business,1425,21,49
98800508,Male,Disloyal Customer,37,Business Travel,Business,1074,0,0
98800509,Female,Disloyal Customer,22,Business Travel,Eco,1594,17,43
98800510,Female,Disloyal Customer,33,Business Travel,Eco,979,0,0
98800511,Male,,24,Business Travel,Eco,1775,20,19
98800512,Male,,34,Business Travel,Business,4491,0,0
98800513,Male,Loyal Customer,66,Personal Travel,Eco,2840,0,0
98800514,Female,,23,Business Travel,Business,3798,4,0
98800515,Female,Loyal Customer,43,Business Travel,Eco,366,35,28
98800516,Male,Loyal Customer,58,Business Travel,Business,2792,0,0
98800517,Female,Loyal Customer,16,,Eco,1639,65,99
98800518,Male,,35,Business Travel,Business,3418,0,0
98800519,Female,Loyal Customer,28,Personal Travel,Eco,1156,0,18
98800520,Male,,21,Business Travel,Eco,1432,0,0
98800521,Male,Loyal Customer,29,Business Travel,Eco,1972,0,0
98800522,Male,Loyal Customer,26,Business Travel,Business,1593,0,0
98800523,Male,Loyal Customer,29,Business Travel,Business,4753,0,0
98800524,Female,Loyal Customer,29,Business Travel,Eco,2620,0,0
98800525,Male,Loyal Customer,31,Business Travel,Eco,2554,0,0
98800526,Female,Disloyal Customer,25,Business Travel,Eco,2064,0,12
98800527,Female,Loyal Customer,42,Personal Travel,Eco,659,0,0
98800528,Female,Disloyal Customer,27,Business Travel,Eco,2628,31,33
98800529,Male,Disloyal Customer,25,Business Travel,Business,1716,0,0
98800530,Female,Loyal Customer,35,Business Travel,Business,1227,14,14
98800531,Female,Loyal Customer,34,,Business,84,6,0
98800532,Female,Loyal Customer,25,Business Travel,Eco,2410,0,0
98800533,Female,Loyal Customer,18,Personal Travel,Business,1079,0,0
98800534,Male,Loyal Customer,43,Business Travel,Business,976,2,3
98800535,Male,Loyal Customer,29,Personal Travel,Eco,1714,0,0
98800536,Female,Loyal Customer,43,Business Travel,Business,3797,0,0
98800537,Female,Loyal Customer,43,Business Travel,Business,2406,25,49
98800538,Female,Loyal Customer,70,Business Travel,Business,470,0,0
98800539,Male,Loyal Customer,22,,Business,2558,2,0
98800540,Male,Loyal Customer,35,Personal Travel,Eco,6470,0,32
98800541,Male,Loyal Customer,27,Business Travel,Business,3319,68,78
98800542,Female,Loyal Customer,65,Personal Travel,Eco,449,4,7
98800543,Male,Loyal Customer,50,Business Travel,Business,1023,17,6
98800544,Female,Loyal Customer,54,,Eco,382,38,46
98800545,Female,Loyal Customer,16,Personal Travel,Eco,1186,0,0
98800546,Female,Disloyal Customer,40,,Business,1640,0,7
98800547,Male,,31,Business Travel,Business,4557,0,5
98800548,Female,Disloyal Customer,23,,Eco,1158,1,4
98800549,Female,Loyal Customer,30,Business Travel,Business,2035,32,59
98800550,Female,Loyal Customer,32,Business Travel,Business,2134,0,0
98800551,Female,Disloyal Customer,19,Business Travel,Eco,1325,0,0
98800552,Female,Loyal Customer,30,Personal Travel,Eco,1367,0,0
98800553,Female,Loyal Customer,19,Personal Travel,Eco,1773,0,0
98800554,Male,Loyal Customer,18,Business Travel,Business,3805,5,7
98800555,Male,Loyal Customer,47,Business Travel,Business,2465,9,0
98800556,Female,Loyal Customer,56,Business Travel,Business,5505,108,153
98800557,Female,Loyal Customer,19,,Business,1429,0,13
98800558,Female,Loyal Customer,49,Business Travel,Business,4358,145,136
98800559,Female,Loyal Customer,42,Business Travel,Business,611,0,0
98800560,Female,Disloyal Customer,24,Business Travel,Eco,2051,67,45
98800561,Male,Loyal Customer,30,Business Travel,Eco,1495,0,0
98800562,Male,Loyal Customer,68,Personal Travel,Eco,1804,0,5
98800563,Female,Loyal Customer,18,Personal Travel,Eco,1276,0,0
98800564,Female,Disloyal Customer,13,Business Travel,Business,2276,0,0
98800565,Male,,57,Business Travel,Business,3140,158,159
98800566,Female,Loyal Customer,47,Business Travel,Business,2577,28,24
98800567,Female,Loyal Customer,63,Personal Travel,Eco,2351,0,0
98800568,Female,Loyal Customer,46,Business Travel,Business,2174,0,0
98800569,Male,Loyal Customer,25,Personal Travel,Eco,2597,175,192
98800570,Male,,25,Business Travel,Business,1767,0,0
98800571,Male,Loyal Customer,64,Business Travel,Business,3174,0,0
98800572,Male,Loyal Customer,54,Business Travel,Business,729,5,0
98800573,,,57,Business Travel,Business,585,0,0
98800574,Male,Loyal Customer,58,Business Travel,Eco,1878,43,46
98800575,Male,Loyal Customer,64,Business Travel,Eco,911,0,29
98800576,Male,Loyal Customer,57,Business Travel,Business,3255,13,7
98800577,Female,Loyal Customer,23,Business Travel,Business,4609,0,0
98800578,Male,Disloyal Customer,21,Business Travel,Business,1707,1,11
98800579,Female,Disloyal Customer,28,Business Travel,Business,1841,87,65
98800580,Male,Disloyal Customer,19,Business Travel,Business,1649,8,4
98800581,Female,Loyal Customer,50,Business Travel,Business,1912,0,0
98800582,Male,,53,Business Travel,Business,304,0,8
98800583,Male,Disloyal Customer,35,Business Travel,Eco,1212,0,0
98800584,Male,Loyal Customer,19,Personal Travel,Eco,1549,12,31
98800585,Female,Loyal Customer,48,Business Travel,Business,250,12,4
98800586,Female,Loyal Customer,39,Personal Travel,Eco,2320,0,0
98800587,Male,Disloyal Customer,22,Business Travel,Eco,1321,0,0
98800588,Female,Loyal Customer,29,,Eco,1851,7,13
98800589,Male,Loyal Customer,23,Business Travel,Eco,999,0,0
98800590,Male,Loyal Customer,53,,Eco,1170,13,11
98800591,Female,Loyal Customer,48,Personal Travel,Eco,1977,11,0
98800592,Male,Loyal Customer,37,Business Travel,Business,5090,219,207
98800593,Male,Loyal Customer,7,Personal Travel,Eco,2193,0,0
98800594,Male,Loyal Customer,51,,Eco,1381,0,0
98800595,Female,Loyal Customer,53,Business Travel,Business,1578,0,0
98800596,Female,Loyal Customer,58,Business Travel,Business,638,5,14
98800597,Female,Loyal Customer,41,Business Travel,Eco,2889,0,0
98800598,Female,,64,Business Travel,Eco,1801,1,0
98800599,Male,,23,Business Travel,Eco,1758,0,0
98800600,Male,Loyal Customer,58,Business Travel,Business,856,17,3
98800601,Female,Loyal Customer,58,Business Travel,Business,2795,59,51
98800602,Male,Loyal Customer,56,Business Travel,Business,3092,0,0
98800603,Female,Loyal Customer,56,Personal Travel,Eco,1051,0,13
98800604,Male,Loyal Customer,48,Personal Travel,Eco,2449,51,38
98800605,Female,Loyal Customer,53,Business Travel,Business,2291,0,0
98800606,Male,Loyal Customer,39,Business Travel,Business,3241,0,0
98800607,Male,Loyal Customer,20,Business Travel,Business,4184,0,0
98800608,Female,,12,Personal Travel,Eco,2083,0,8
98800609,Female,Loyal Customer,60,,Business,1789,0,0
98800610,Male,Disloyal Customer,22,Business Travel,Business,2465,4,0
98800611,Male,Loyal Customer,41,Business Travel,Business,2117,0,0
98800612,Male,Loyal Customer,26,Personal Travel,Eco,2692,0,0
98800613,Male,Disloyal Customer,15,Business Travel,Business,2415,6,0
98800614,Female,Disloyal Customer,25,Business Travel,Eco,2353,0,0
98800615,Female,Loyal Customer,36,Personal Travel,Eco,2389,0,0
98800616,Male,Loyal Customer,34,Personal Travel,Eco,2200,0,0
98800617,Male,Loyal Customer,38,Business Travel,Business,2964,0,0
98800618,Male,Loyal Customer,20,Personal Travel,Eco,1561,3,0
98800619,Female,Disloyal Customer,26,Business Travel,Eco,1560,17,29
98800620,Male,Loyal Customer,52,Personal Travel,Eco,1053,0,0
98800621,Male,Loyal Customer,56,Business Travel,Business,87,0,0
98800622,Male,Loyal Customer,59,Business Travel,Eco,1444,0,9
98800623,Male,Loyal Customer,8,Personal Travel,Eco,1165,1,0
98800624,Male,Loyal Customer,49,Personal Travel,Eco,2488,0,0
98800625,Female,,23,Business Travel,Eco,1766,28,33
98800626,Female,Loyal Customer,48,Personal Travel,Eco,2188,0,0
98800627,Female,Disloyal Customer,12,Business Travel,Eco,1480,0,0
98800628,Female,,29,Personal Travel,Eco,1582,22,10
98800629,Male,Loyal Customer,53,Business Travel,Business,2250,0,5
98800630,Female,Disloyal Customer,55,,Eco,1016,0,0
98800631,Female,,43,Business Travel,Business,532,0,10
98800632,Male,Disloyal Customer,37,Business Travel,Eco,1639,0,0
98800633,Female,Disloyal Customer,23,Business Travel,Business,1581,0,0
98800634,Male,Loyal Customer,40,Business Travel,Business,2141,15,7
98800635,Male,Loyal Customer,10,Personal Travel,Eco,2117,0,0
98800636,Male,,24,Business Travel,Eco,1892,4,0
98800637,Male,Loyal Customer,48,Business Travel,Business,1919,0,0
98800638,Male,Loyal Customer,15,Business Travel,Business,3884,32,33
98800639,Male,,27,Business Travel,Business,2103,17,2
98800640,Male,Loyal Customer,29,Business Travel,Business,2693,47,56
98800641,Male,Loyal Customer,26,Business Travel,Business,2408,11,13
98800642,Male,Loyal Customer,26,,Business,4518,0,0
98800643,Male,Loyal Customer,43,Business Travel,Business,251,68,124
98800644,Male,Loyal Customer,40,Business Travel,Business,2446,0,0
98800645,Male,Loyal Customer,21,Personal Travel,Eco,2098,0,0
98800646,Female,Loyal Customer,33,Business Travel,Business,1738,6,19
98800647,Male,Loyal Customer,48,,Business,2590,0,0
98800648,Female,Disloyal Customer,11,Business Travel,Eco,2273,18,3
98800649,Male,Loyal Customer,48,Business Travel,Business,1043,0,1
98800650,Female,Loyal Customer,34,Business Travel,Eco,1153,0,0
98800651,Male,Disloyal Customer,18,Business Travel,Eco,1953,0,0
98800652,Female,Loyal Customer,59,Personal Travel,Eco,345,12,16
98800653,Male,Disloyal Customer,36,Business Travel,Business,2181,1,0
98800654,Female,Disloyal Customer,24,,Eco,2488,95,90
98800655,Female,Loyal Customer,38,Business Travel,Business,798,51,53
98800656,Female,Disloyal Customer,25,Business Travel,Eco,894,35,29
98800657,Female,Loyal Customer,16,Personal Travel,Eco,1350,0,0
98800658,Male,Loyal Customer,39,Business Travel,Eco,2472,0,13
98800659,Female,Loyal Customer,54,Personal Travel,Eco,861,12,54
98800660,Female,Loyal Customer,50,Business Travel,Eco,1101,0,0
98800661,Female,Loyal Customer,56,Business Travel,Business,1049,1,0
98800662,Female,Disloyal Customer,24,Business Travel,Eco,2006,0,0
98800663,Female,Loyal Customer,37,Business Travel,Business,1558,11,21
98800664,Female,Loyal Customer,42,Business Travel,Business,1601,30,0
98800665,Male,Loyal Customer,46,Business Travel,Business,3583,2,0
98800666,Male,Loyal Customer,69,Personal Travel,Eco,3744,0,0
98800667,Female,Loyal Customer,39,Business Travel,Business,435,0,0
98800668,Male,,58,Business Travel,Eco,1798,0,0
98800669,Male,,25,Business Travel,Eco,2185,0,0
98800670,Male,Loyal Customer,54,,Business,1379,46,53
98800671,Male,Loyal Customer,31,Personal Travel,Eco,1873,0,11
98800672,Female,Loyal Customer,67,Personal Travel,Eco,339,10,3
98800673,Female,Loyal Customer,40,Business Travel,Business,446,0,0
98800674,Female,Disloyal Customer,29,Business Travel,Eco,1575,0,0
98800675,Female,Loyal Customer,41,Business Travel,Business,2708,4,0
98800676,Female,,52,Business Travel,Business,3787,0,0
98800677,Male,,46,Business Travel,Business,1543,0,0
98800678,Male,Loyal Customer,32,Business Travel,Eco,1896,12,4
98800679,Male,Disloyal Customer,21,Business Travel,Eco,1603,0,10
98800680,Female,Disloyal Customer,8,Business Travel,Eco,2434,0,4
98800681,Female,Loyal Customer,43,Business Travel,Business,3136,2,0
98800682,Male,Loyal Customer,38,Personal Travel,Business,91,1,0
98800683,Female,Loyal Customer,57,Personal Travel,Eco,1763,32,50
98800684,Female,Loyal Customer,22,Personal Travel,Business,1368,52,41
98800685,Male,,25,Business Travel,Eco,1905,17,10
98800686,Male,Loyal Customer,43,Business Travel,Eco,1185,0,0
98800687,Female,,40,Business Travel,Business,1972,0,0
98800688,Female,Loyal Customer,30,Personal Travel,Eco,2069,0,7
98800689,Female,Loyal Customer,47,Business Travel,Eco,564,7,0
98800690,Female,Loyal Customer,57,Business Travel,Business,927,100,76
98800691,Male,Loyal Customer,13,,Eco,3464,0,0
98800692,Male,Loyal Customer,48,Business Travel,Business,701,53,35
98800693,Female,Loyal Customer,44,,Business,3934,0,0
98800694,Male,Disloyal Customer,24,Business Travel,Eco,1455,0,0
98800695,Female,Loyal Customer,39,Business Travel,Business,272,0,18
98800696,Female,Loyal Customer,29,Personal Travel,Business,1704,18,16
98800697,Male,Loyal Customer,29,Business Travel,Business,1862,0,0
98800698,Male,Loyal Customer,47,Business Travel,Business,628,3,0
98800699,Male,,34,Business Travel,Business,2682,0,0
98800700,Male,Loyal Customer,49,Business Travel,Business,3293,0,4
98800701,Female,Loyal Customer,34,Business Travel,Business,546,36,12
98800702,Male,,39,Business Travel,Eco,2895,0,0
98800703,Male,Loyal Customer,37,Business Travel,Business,2082,0,0
98800704,Female,Loyal Customer,23,Personal Travel,Eco,2397,0,8
98800705,Female,Loyal Customer,59,Business Travel,Eco,2374,147,144
98800706,Female,Disloyal Customer,30,Business Travel,Business,1236,9,0
98800707,Male,Loyal Customer,43,Personal Travel,Eco,1704,0,0
98800708,Male,Loyal Customer,33,Business Travel,Business,5200,0,0
98800709,Female,Loyal Customer,34,Business Travel,Business,1806,5,6
98800710,Male,Loyal Customer,30,Personal Travel,Eco,2384,0,0
98800711,Male,Loyal Customer,51,,Business,573,0,3
98800712,Female,Loyal Customer,9,Personal Travel,Business,2468,7,7
98800713,Female,Loyal Customer,54,Business Travel,Eco,564,0,0
98800714,Female,Disloyal Customer,30,Business Travel,Eco,1363,0,0
98800715,Male,Loyal Customer,66,Personal Travel,Business,323,0,0
98800716,Male,Loyal Customer,44,Personal Travel,Eco,2603,0,0
98800717,Male,,46,Business Travel,Business,2109,27,45
98800718,Female,,43,Business Travel,Business,3049,0,0
98800719,Male,Loyal Customer,53,Personal Travel,Business,496,113,NA
98800720,Female,Loyal Customer,56,Personal Travel,Eco,678,6,24
98800721,Male,Loyal Customer,42,Personal Travel,Eco,2534,7,0
98800722,Female,,52,Personal Travel,Eco,822,13,0
98800723,Female,Disloyal Customer,30,Business Travel,Eco,3634,1,0
98800724,Male,Loyal Customer,36,Business Travel,Eco,2344,8,0
